
1,60,55,65,0.6586989164352417,1.0136531591415405
2,59,55,63,0.6605143547058105,1.0029717683792114
3,57,55,61,0.6544629335403442,1.0737282037734985
4,56,55,58,0.6644477844238281,1.0078949928283691
5,54,55,55,0.6617246866226196,1.006268858909607
6,52,54,52,0.6644477844238281,1.0187386274337769
7,50,54,49,0.6641452312469482,1.0255926847457886
8,49,54,46,0.6586989164352417,1.0203896760940552
9,46,54,42,0.6632375121116638,1.0172563791275024
10,44,51,39,0.6659606695175171,1.0352349281311035
11,42,48,36,0.6632375121116638,1.023389458656311
1,60,55,65,0.6602118015289307,1.0174692869186401
2,59,55,64,0.6632375121116638,1.0274213552474976
3,58,55,62,0.656580924987793,1.0195276737213135
4,57,55,60,0.6650529503822327,1.0103994607925415
5,55,55,57,0.6647503972053528,1.0331590175628662
6,54,55,54,0.666263222694397,1.0331618785858154
7,53,54,51,0.6641452312469482,1.0252959728240967
8,51,54,48,0.6190620064735413,1.108963966369629
9,49,52,46,0.666263222694397,1.0140658617019653
10,47,51,43,0.6605143547058105,1.0329171419143677
1,70,50,65,0.6974281668663025,0.8559462428092957
2,69,50,57,0.7025718688964844,0.8489742875099182
3,61,50,47,0.6992435455322266,0.8462286591529846
4,48,49,38,0.7022693157196045,0.8201988339424133
5,31,45,29,0.691981852054596,0.8270889520645142
6,13,33,20,0.7019667029380798,0.8423196077346802
7,4,12,8,0.7013615965843201,0.8208661675453186
8,22,10,7,0.7031769752502441,0.8247035145759583
9,15,31,24,0.7080181837081909,0.8105714917182922
10,6,2,14,0.6892586946487427,0.8804365396499634
1,72,56,64,0.6841149926185608,1.6405595541000366
2,70,56,63,0.6962178349494934,1.3087655305862427
3,62,56,63,0.6741300821304321,1.0716170072555542
4,50,56,62,0.6822995543479919,1.4723668098449707
5,38,55,59,0.6562783718109131,1.366576910018921
6,26,47,51,0.6889561414718628,1.9811948537826538
7,14,37,30,0.6850227117538452,1.6128298044204712
8,2,19,6,0.6898638606071472,0.9548980593681335
9,9,5,18,0.6593040823936462,1.2251322269439697
10,7,27,3,0.6874432563781738,0.9474258422851562
